recommendation_type,entity_type,entity_id,priority,risk_level,probability,recommendation,business_reason,booking_id,customer_id,cancellation_probability_pct,intervention_type,recommended_action,business_objective,customer_segment,route_name,source,destination,booking_count,seats_booked,total_revenue,forecast_demand,average_forecast_demand,priority_score
Customer Marketing,Customer,CUST04498,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04497,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04496,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04492,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04491,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04514,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04513,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04511,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04508,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04507,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04506,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04505,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04439,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04436,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04433,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04432,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04462,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04461,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04458,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04457,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04454,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04453,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04452,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04450,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04479,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04476,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04472,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04471,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04395,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04392,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04390,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04386,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04383,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04409,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04399,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04425,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04418,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04416,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04415,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04449,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04448,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04445,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04442,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04441,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04349,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04348,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04344,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04343,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04335,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04334,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04364,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04362,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04361,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04355,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04354,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04381,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04380,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04378,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04377,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04369,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04270,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04269,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04291,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04290,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04287,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04286,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04315,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04309,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04307,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04304,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,,,,,,,,,,3
Customer Marketing,Customer,CUST04303,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.,,,,,,,,,,,,,,,,3
