recommendation_type,entity_type,entity_id,priority,risk_level,probability,recommendation,business_reason
Customer Marketing,Customer,CUST04344,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04343,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04335,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04334,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04364,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04362,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04361,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04355,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04354,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04381,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04380,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04378,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04377,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04369,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04270,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04269,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04291,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04290,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04287,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04286,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04315,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04309,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04307,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04304,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04303,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04302,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04325,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04323,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04320,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04318,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04232,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04229,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04223,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04221,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04244,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04242,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04237,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04266,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04265,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04258,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04282,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04280,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04277,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04275,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04274,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04272,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04183,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04177,HIGH,at risk,,Launch win-back campaign with personalized discounts.,Customer activity indicates potential churn risk.
Customer Marketing,Customer,CUST04176,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
Customer Marketing,Customer,CUST04174,HIGH,champions,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.
